Token,Index
电脑前,"[['1040771'], []]"
电评,"[['3547099'], []]"
电视机,"[['1000323', '1009257', '1013129', '1015584', '1016300', '1039487', '1041007', '1061977', '1062193', '1071241', '1088022', '1151873', '1336330', '1400705', '1794844', '1981355', '2056749', '3259440', '3644791', '4011670'], ['1013129', '1039487', '1062193', '1151873', '1794844', '3259440']]"
电视剧,"[['1016300', '1061977', '1088022', '3259440', '4011670'], ['1088022']]"
电小片,"[['1878708'], []]"
电影,"[['1001193', '1003284', '1005521', '1005660', '1006341', '1007305', '1007433', '1007928', '1008145', '1008988', '1009257', '1009931', '1011977', '1012242', '1013129', '1013380', '1014278', '1014578', '1015584', '1015767', '1016058', '1016300', '1016806', '1017143', '1018577', '1019431', '1020128', '1020459', '1021847', '1022060', '1023048', '1024217', '1025753', '1026317', '1029791', '1032581', '1035146', '1035326', '1036274', '1037954', '1039460', '1039487', '1040104', '1040211', '1040397', '1040771', '1041007', '1042434', '1045466', '1045818', '1046265', '1050339', '1052828', '1056733', '1057244', '1058679', '1059537', '1061118', '1061977', '1062193', '1064275', '1065970', '1066462', '1068920', '1069848', '1071241', '1071794', '1073349', '1075492', '1075743', '1076654', '1078250', '1078554', '1080370', '1080687', '1082154', '1082349', '1082369', '1082584', '1083428', '1083474', '1083762', '1084336', '1085021', '1086249', '1087758', '1090043', '1092335', '1119522', '1141406', '1143694', '1151873', '1159939', '1214898', '1254588', '1261153', '1283273', '1292227', '1292416', '1310164', '1316648', '1336330', '1343089', '1358873', '1394433', '1400705', '1400707', '1424373', '1424741', '1427302', '1432596', '1440345', '1459623', '1465324', '1467776', '1529893', '1767945', '1770782', '1792668', '1798557', '1812618', '1812895', '1818347', '1827374', '1829226', '1844629', '1856025', '1859649', '1868786', '1878708', '1914636', '1926700', '1949068', '2030664', '2034893', '2042966', '2056749', '2086633', '2129427', '2139305', '2143732', '2154960', '2158194', '2159042', '2214350', '2243213', '2243692', '2250587', '2267883', '2275502', '2277795', '2295324', '2326403', '2345727', '2381950', '3124525', '3239824', '3246904', '3259440', '3311009', '3326892', '3335362', '3537590', '3547099', '3644791', '3672237', '3713327', '3776157', '3801097', '3864342', '4011670'], ['1005521', '1007305', '1008145', '1009931', '1013129', '1014578', '1016058', '1017143', '1020128', '1022060', '1025753', '1032581', '1036274', '1039487', '1040397', '1042434', '1046265', '1056733', '1059537', '1062193', '1066462', '1071241', '1075492', '1078250', '1080687', '1082369', '1083474', '1085021', '1090043', '1141406', '1159939', '1261153', '1292416', '1336330', '1394433', '1424373', '1432596', '1465324', '1767945', '1798557', '1818347', '1844629', '1868786', '1926700', '2034893', '2086633', '2143732', '2159042', '2243692', '2275502', '2326403', '3124525', '3259440', '3335362', '3644791', '3776157', '4011670']]"
电影节,"[['3547099'], []]"
电影剧本,"[['1080370', '1082369', '1440345', '1949068', '3864342'], ['1440345']]"
电影史,"[['2326403'], []]"
电影学,"[['1424373', '2275502', '2326403'], ['2326403']]"
电影院,"[['1035146'], []]"
电子,"[['1002299', '1003000', '1004956', '1005660', '1007334', '1007928', '1008074', '1008145', '1008189', '1010362', '1012637', '1013208', '1014533', '1014561', '1014825', '1015403', '1015452', '1016058', '1016063', '1016300', '1017143', '1018136', '1020459', '1020959', '1021056', '1022060', '1024854', '1025723', '1026035', '1026317', '1026425', '1027191', '1028916', '1029791', '1030153', '1031575', '1032945', '1033778', '1035614', '1037602', '1038267', '1038744', '1040771', '1041007', '1041111', '1043201', '1045247', '1045818', '1046172', '1046265', '1046385', '1047138', '1047851', '1048007', '1049189', '1049219', '1050349', '1051797', '1052203', '1054917', '1056315', '1056461', '1056733', '1057601', '1059258', '1059336', '1059537', '1060779', '1061977', '1062326', '1063245', '1066462', '1068920', '1075743', '1078250', '1080370', '1080687', '1082150', '1082154', '1082349', '1082387', '1082406', '1083375', '1083428', '1084919', '1084973', '1085799', '1088022', '1089243', '1089509', '1089510', '1089511', '1089515', '1089518', '1089523', '1119528', '1132956', '1140727', '1143694', '1151873', '1180102', '1192090', '1205054', '1212893', '1213546', '1220219', '1225977', '1254588', '1255598', '1255624', '1255625', '1257365', '1258489', '1258490', '1263399', '1264579', '1283273', '1291355', '1291760', '1292227', '1292416', '1310164', '1318427', '1319345', '1321789', '1322158', '1322248', '1322320', '1322328', '1322342', '1324985', '1329959', '1330096', '1340986', '1341035', '1346815', '1361258', '1367458', '1391191', '1394364', '1394433', '1418686', '1418707', '1419736', '1420862', '1422833', '1426971', '1427679', '1432422', '1432596', '1433050', '1433659', '1436707', '1439216', '1439894', '1440101', '1440885', '1442620', '1453210', '1456034', '1456597', '1458164', '1459623', '1460313', '1461903', '1464442', '1465324', '1467022', '1468493', '1470159', '1471391', '1480630', '1485225', '1485495', '1596305', '1613372', '1704006', '1731370', '1758767', '1775691', '1781120', '1786670', '1793132', '1794333', '1794844', '1805514', '1818347', '1827578', '1827702', '1853323', '1855343', '1858576', '1863930', '1867064', '1867642', '1873231', '1873281', '1874961', '1878708', '1882933', '1892491', '1897413', '1903164', '1903968', '1907199', '1907739', '1914078', '1914127', '1914636', '1915536', '1918720', '1919072', '1925218', '1938591', '1939182', '1948901', '1949338', '1962929', '1963310', '1963786', '1968643', '1970428', '1975797', '1980436', '1981647', '2008284', '2022979', '2026939', '2034893', '2042966', '2052448', '2053249', '2056749', '2057285', '2062200', '2062430', '2081509', '2081876', '2082194', '2133254', '2139305', '2150240', '2154079', '2161892', '2171321', '2180619', '2193877', '2209098', '2242467', '2243213', '2243692', '2250587', '2253642', '2256039', '2256438', '2257609', '2265995', '2271582', '2294740', '2295163', '2297697', '2297706', '2297786', '2298149', '2309689', '2331434', '2336093', '2340100', '2340955', '2345727', '2359212', '2567698', '2567919', '2584971', '3000997', '3009033', '3009821', '3018339', '3033668', '3053207', '3066477', '3073494', '3091349', '3108829', '3140801', '3162513', '3162527', '3181927', '3191328', '3211779', '3223711', '3225748', '3239824', '3246230', '3259440', '3268399', '3274113', '3311009', '3315879', '3323987', '3333989', '3344676', '3369793', '3373490', '3392046', '3394338', '3577218', '3597938', '3608170', '3609132', '3610550', '3616310', '3626924', '3642673', '3662594', '3678694', '3683898', '3729756', '3813669', '3860856', '3865832', '3879301', '3880832', '3887826', '3901238', '3905366', '3995799', '4009552', '4010969', '4011670', '4074636', '4112874', '4113090', '4238754', '4242172', '4264003', '4741216', '4885241', '4886245', '5275059', '5317075', '5363767', '5366275'], ['1004956', '1007928', '1008189', '1013208', '1014825', '1016058', '1017143', '1020959', '1024854', '1026317', '1028916', '1031575', '1035614', '1038744', '1041111', '1045818', '1046385', '1048007', '1050349', '1054917', '1056733', '1059336', '1061977', '1066462', '1078250', '1082150', '1082387', '1083428', '1085799', '1089509', '1089515', '1119528', '1143694', '1192090', '1213546', '1254588', '1255625', '1258490', '1283273', '1292227', '1318427', '1322158', '1322328', '1329959', '1341035', '1367458', '1394433', '1419736', '1426971', '1432596', '1436707', '1440101', '1453210', '1458164', '1461903', '1467022', '1471391', '1485495', '1704006', '1775691', '1793132', '1805514', '1827702', '1858576', '1867642', '1874961', '1892491', '1903968', '1914078', '1915536', '1925218', '1948901', '1963310', '1970428', '1981647', '2026939', '2052448', '2057285', '2081509', '2133254', '2154079', '2180619', '2242467', '2250587', '2256438', '2271582', '2297697', '2298149', '2336093', '2345727', '2567919', '3009033', '3033668', '3073494', '3140801', '3181927', '3223711', '3246230', '3274113', '3323987', '3369793', '3394338', '3608170', '3616310', '3662594', '3729756', '3865832', '3887826', '3995799', '4011670', '4113090', '4264003', '4886245', '5363767']]"
电子版,"[['1002299', '1003000', '1007334', '1008074', '1013208', '1016300', '1017143', '1018136', '1020459', '1021056', '1024854', '1025723', '1027191', '1028916', '1029791', '1032945', '1037602', '1038744', '1041111', '1043201', '1046385', '1048007', '1049189', '1052203', '1056461', '1057601', '1059258', '1059336', '1059537', '1062326', '1063245', '1078250', '1080370', '1082154', '1083375', '1084919', '1085799', '1140727', '1143694', '1192090', '1205054', '1213546', '1220219', '1254588', '1257365', '1258489', '1258490', '1264579', '1310164', '1319345', '1324985', '1330096', '1394364', '1418686', '1419736', '1426971', '1427679', '1432422', '1433659', '1436707', '1439216', '1440101', '1440885', '1453210', '1456034', '1459623', '1461903', '1467022', '1468493', '1485495', '1758767', '1775691', '1786670', '1793132', '1853323', '1858576', '1863930', '1867064', '1867642', '1873231', '1873281', '1874961', '1903164', '1907739', '1914636', '1918720', '1919072', '1938591', '1939182', '1949338', '1963786', '2008284', '2022979', '2052448', '2056749', '2062200', '2081876', '2161892', '2193877', '2243692', '2250587', '2253642', '2256039', '2265995', '2295163', '2297786', '2309689', '2336093', '2340100', '2340955', '2345727', '2567698', '2567919', '2584971', '3000997', '3009033', '3009821', '3018339', '3033668', '3066477', '3181927', '3191328', '3223711', '3225748', '3259440', '3268399', '3274113', '3311009', '3323987', '3344676', '3369793', '3394338', '3577218', '3608170', '3609132', '3626924', '3678694', '3813669', '3880832', '3901238', '3905366', '3995799', '4011670', '4113090', '4238754', '4242172', '4741216', '4886245', '5275059', '5317075', '5363767', '5366275'], ['1007334', '1016300', '1020459', '1025723', '1029791', '1038744', '1046385', '1052203', '1059258', '1062326', '1080370', '1084919', '1143694', '1213546', '1257365', '1264579', '1324985', '1418686', '1427679', '1436707', '1440885', '1459623', '1468493', '1775691', '1853323', '1867064', '1873281', '1907739', '1919072', '1949338', '2022979', '2062200', '2193877', '2253642', '2295163', '2336093', '2345727', '2584971', '3009821', '3066477', '3223711', '3268399', '3323987', '3394338', '3609132', '3813669', '3905366', '4113090', '4741216', '5317075']]"
电子商务,"[['1318427', '1919072'], []]"
电子书,"[['1002299', '1003000', '1004956', '1007928', '1008145', '1008189', '1010362', '1012637', '1013208', '1014533', '1014561', '1014825', '1015403', '1015452', '1016058', '1016063', '1018136', '1020959', '1022060', '1026035', '1026317', '1026425', '1027191', '1030153', '1031575', '1032945', '1033778', '1035614', '1037602', '1038267', '1040771', '1041007', '1045247', '1045818', '1046172', '1046265', '1047138', '1047851', '1049219', '1050349', '1051797', '1054917', '1056315', '1056733', '1059258', '1059336', '1060779', '1066462', '1068920', '1075743', '1080687', '1082150', '1082154', '1082349', '1082387', '1082406', '1083428', '1084973', '1088022', '1089243', '1089509', '1089510', '1089511', '1089515', '1089518', '1089523', '1119528', '1132956', '1151873', '1180102', '1192090', '1212893', '1220219', '1225977', '1255598', '1255624', '1255625', '1257365', '1263399', '1264579', '1283273', '1291355', '1291760', '1292227', '1292416', '1319345', '1321789', '1322158', '1322248', '1322320', '1322328', '1322342', '1324985', '1329959', '1340986', '1341035', '1346815', '1361258', '1367458', '1391191', '1394364', '1394433', '1418707', '1422833', '1426971', '1432422', '1432596', '1433050', '1436707', '1439894', '1440885', '1442620', '1456597', '1458164', '1459623', '1460313', '1464442', '1465324', '1470159', '1471391', '1480630', '1485225', '1596305', '1613372', '1704006', '1731370', '1781120', '1794333', '1794844', '1805514', '1818347', '1827578', '1827702', '1853323', '1855343', '1863930', '1873231', '1874961', '1878708', '1882933', '1892491', '1897413', '1903164', '1903968', '1907199', '1907739', '1914078', '1914127', '1925218', '1939182', '1948901', '1949338', '1962929', '1963310', '1963786', '1968643', '1970428', '1975797', '1980436', '1981647', '2022979', '2026939', '2034893', '2042966', '2052448', '2053249', '2057285', '2062200', '2062430', '2081509', '2133254', '2139305', '2150240', '2154079', '2171321', '2180619', '2209098', '2242467', '2243213', '2253642', '2256039', '2256438', '2257609', '2271582', '2295163', '2297697', '2297706', '2297786', '2298149', '2309689', '2331434', '2340100', '2345727', '2359212', '2567698', '3000997', '3009821', '3018339', '3033668', '3053207', '3066477', '3073494', '3091349', '3140801', '3162513', '3162527', '3181927', '3211779', '3223711', '3225748', '3239824', '3246230', '3259440', '3268399', '3274113', '3311009', '3315879', '3323987', '3333989', '3344676', '3369793', '3373490', '3392046', '3597938', '3608170', '3609132', '3610550', '3616310', '3626924', '3642673', '3662594', '3683898', '3729756', '3860856', '3865832', '3879301', '3887826', '4009552', '4010969', '4074636', '4112874', '4113090', '4238754', '4264003', '4741216', '4885241', '5275059', '5317075', '5363767'], ['1004956', '1008189', '1013208', '1014825', '1016058', '1020959', '1026317', '1030153', '1033778', '1038267', '1045247', '1046265', '1049219', '1054917', '1059258', '1066462', '1080687', '1082349', '1083428', '1089243', '1089511', '1089523', '1151873', '1212893', '1255598', '1257365', '1283273', '1292227', '1321789', '1322320', '1324985', '1341035', '1367458', '1394433', '1426971', '1433050', '1440885', '1458164', '1464442', '1471391', '1596305', '1731370', '1794844', '1827578', '1855343', '1874961', '1892491', '1903968', '1914078', '1939182', '1962929', '1968643', '1980436', '2026939', '2052448', '2062200', '2133254', '2154079', '2209098', '2253642', '2257609', '2297697', '2298149', '2340100', '2567698', '3018339', '3066477', '3140801', '3181927', '3225748', '3259440', '3311009', '3333989', '3373490', '3608170', '3616310', '3662594', '3860856', '3887826', '4074636', '4238754', '4885241', '5363767']]"
电電影,"[['1949068'], []]"
叼,"[['1794620'], []]"
雕刻,"[['1005660', '1007772', '1012489', '1016003', '1017143', '1031741', '1035477', '1046265', '1047138', '1068920', '1083428', '1085860', '1119522', '1119528', '1186350', '1205370', '1227838', '1255288', '1440089', '1860750', '1915536', '1963684', '1980436', '1985223', '2339950', '3103080'], ['1012489', '1031741', '1047138', '1085860', '1186350', '1255288', '1915536', '1985223']]"
凋谢,"[['1018153'], []]"
刁滑,"[['1008145', '1079252', '3577218'], ['3577218']]"
刁难,"[['1461903'], []]"
掉书袋,"[['2143304', '3662594'], []]"
掉转,"[['1019568', '1051193', '1119522', '1292416'], ['1119522']]"
调查,"[['1051363', '1812895', '3995799'], ['3995799']]"
调查报告,"[['1051363', '1812895', '3995799'], ['3995799']]"
调剂,"[['1013248', '1013369', '1016523', '1032547', '1040771', '1041616', '1047851', '1072842', '1079680', '1440885', '1859649', '1968643', '2282081'], ['1016523', '1041616', '1079680', '1968643']]"
调解,"[['1764991'], []]"
调养,"[['1013208', '1043579', '1440885', '1459623', '2133074', '3181927', '3609132', '3682204', '4749115', '4872671'], ['1440885', '3181927', '4749115']]"
爹杂,"[['1021056'], []]"
碟,"[['1440345'], []]"
蝶,"[['1007334', '1014278', '1082172', '1085021', '1089510', '1090043', '1440345', '1441707', '2243692'], ['1082172', '1090043', '2243692']]"
叠,"[['1033825', '2359003'], []]"
禪,"[['1009931', '1902628'], []]"
叮当作响,"[['1102403', '1204889'], []]"
钉子,"[['1151873', '2257188', '2377002'], ['2377002']]"
钉子户,"[['1151873', '2257188', '2377002'], ['2377002']]"
顶点,"[['1008074', '1008732', '1018153', '1020128', '1056023', '1080812', '1464442', '1467776'], ['1018153', '1080812']]"
顶视图,"[['1937939'], []]"
顶用,"[['1001896', '1002898', '1013208', '1013369', '1014578', '1016806', '1017143', '1021056', '1033778', '1034067', '1034282', '1035326', '1041482', '1041616', '1044203', '1048007', '1049584', '1052828', '1059769', '1060117', '1078250', '1079680', '1082349', '1084336', '1119522', '1201821', '1223845', '1225977', '1270508', '1318427', '1322025', '1346815', '1436707', '1440885', '1441869', '1460313', '1471701', '1473250', '1770782', '1775691', '1786387', '1794844', '1827702', '1858513', '1867642', '1907739', '1919072', '1927902', '1965977', '2036343', '2133074', '2256039', '2340100', '2361768', '3111928', '3181927', '3274851', '3344676', '3392046', '3642673', '3644791', '3880832', '3908032', '3995526', '4112874', '4238362', '5317075'], ['1013208', '1016806', '1033778', '1035326', '1044203', '1052828', '1078250', '1084336', '1223845', '1318427', '1436707', '1460313', '1770782', '1794844', '1867642', '1927902', '2133074', '2361768', '3274851', '3642673', '3908032', '4238362']]"
